terminal_id,tarih,ariza_kodu
T-00003,2025-06-01,PRINTER_ERROR
T-00003,2025-06-04,EPP_FAIL
T-00003,2025-06-12,NETWORK_DOWN
T-00003,2025-06-13,PRINTER_ERROR
T-00003,2025-06-19,EPP_FAIL
T-00003,2025-06-30,CCDM_JAM
T-00003,2025-07-04,NETWORK_DOWN
T-00003,2025-07-05,CARD_JAM
T-00003,2025-07-17,DISPENSER_FAIL
T-00003,2025-07-22,DISPENSER_FAIL
T-00003,2025-07-26,PRINTER_ERROR
T-00003,2025-07-27,CCDM_JAM
T-00003,2025-07-30,EPP_FAIL
T-00003,2025-08-02,PRINTER_ERROR
T-00003,2025-08-03,EPP_FAIL
T-00003,2025-08-05,NETWORK_DOWN
T-00003,2025-08-06,EPP_FAIL
T-00003,2025-08-08,EPP_FAIL
T-00003,2025-08-11,EPP_FAIL
T-00003,2025-08-15,CCDM_JAM
T-00003,2025-08-16,PRINTER_ERROR
T-00003,2025-08-18,PRINTER_ERROR
T-00003,2025-08-19,PRINTER_ERROR
T-00003,2025-08-20,DISPENSER_FAIL
T-00003,2025-08-22,CCDM_JAM
T-00003,2025-08-26,NETWORK_DOWN
T-00003,2025-08-27,NETWORK_DOWN
T-00003,2025-08-28,DISPENSER_FAIL
T-00003,2025-09-01,CARD_JAM
T-00003,2025-09-04,DISPENSER_FAIL
T-00003,2025-09-06,CCDM_JAM
T-00003,2025-09-08,EPP_FAIL
T-00003,2025-09-09,DISPENSER_FAIL
T-00003,2025-09-14,NETWORK_DOWN
T-00003,2025-09-16,DISPENSER_FAIL
T-00003,2025-09-17,DISPENSER_FAIL
T-00003,2025-09-21,CARD_JAM
T-00003,2025-09-29,EPP_FAIL
T-00003,2025-10-02,CCDM_JAM
T-00003,2025-10-03,CCDM_JAM
T-00003,2025-10-06,CCDM_JAM
T-00003,2025-10-10,PRINTER_ERROR
T-00003,2025-10-15,PRINTER_ERROR
T-00003,2025-10-19,DISPENSER_FAIL
T-00003,2025-10-24,PRINTER_ERROR
T-00003,2025-11-01,DISPENSER_FAIL
T-00003,2025-11-03,EPP_FAIL
T-00003,2025-11-04,PRINTER_ERROR
T-00003,2025-11-07,EPP_FAIL
T-00003,2025-11-10,DISPENSER_FAIL
T-00003,2025-11-12,NETWORK_DOWN
T-00003,2025-11-13,CARD_JAM
T-00003,2025-11-15,PRINTER_ERROR
T-00003,2025-11-19,CCDM_JAM
T-00003,2025-11-20,NETWORK_DOWN
T-00003,2025-11-21,CCDM_JAM
T-00003,2025-11-22,DISPENSER_FAIL
T-00003,2025-11-26,NETWORK_DOWN
T-00003,2025-11-27,CARD_JAM
T-00003,2025-11-28,DISPENSER_FAIL
T-00003,2025-12-02,CARD_JAM
T-00003,2025-12-04,EPP_FAIL
T-00003,2025-12-06,EPP_FAIL
T-00003,2025-12-08,CCDM_JAM
T-00003,2025-12-09,DISPENSER_FAIL
T-00003,2025-12-11,NETWORK_DOWN
T-00003,2025-12-16,DISPENSER_FAIL
T-00003,2025-12-17,CCDM_JAM
T-00003,2025-12-19,PRINTER_ERROR
T-00003,2025-12-24,CCDM_JAM
T-00003,2025-12-26,NETWORK_DOWN
T-00003,2025-12-31,CARD_JAM
T-00004,2025-01-05,NETWORK_DOWN
T-00004,2025-01-08,PRINTER_ERROR
T-00004,2025-01-12,CCDM_JAM
T-00004,2025-01-13,EPP_FAIL
T-00004,2025-01-14,EPP_FAIL
T-00004,2025-01-17,DISPENSER_FAIL
T-00004,2025-01-28,CCDM_JAM
T-00004,2025-02-03,CARD_JAM
T-00004,2025-02-05,PRINTER_ERROR
T-00004,2025-02-06,CCDM_JAM
T-00004,2025-02-18,CCDM_JAM
T-00004,2025-02-23,DISPENSER_FAIL
T-00004,2025-02-24,EPP_FAIL
T-00004,2025-03-06,DISPENSER_FAIL
T-00004,2025-03-08,CCDM_JAM
T-00004,2025-03-11,DISPENSER_FAIL
T-00004,2025-03-14,CCDM_JAM
T-00004,2025-03-16,PRINTER_ERROR
T-00004,2025-03-20,DISPENSER_FAIL
T-00004,2025-04-04,EPP_FAIL
T-00004,2025-04-07,EPP_FAIL
T-00004,2025-04-08,PRINTER_ERROR
T-00004,2025-04-10,NETWORK_DOWN
T-00004,2025-04-13,PRINTER_ERROR
T-00004,2025-04-17,EPP_FAIL
T-00004,2025-04-21,CARD_JAM
T-00004,2025-04-22,PRINTER_ERROR
T-00004,2025-04-24,CARD_JAM
T-00004,2025-04-28,EPP_FAIL
T-00004,2025-05-07,CARD_JAM
T-00004,2025-05-10,EPP_FAIL
T-00004,2025-05-12,PRINTER_ERROR
T-00004,2025-05-13,CARD_JAM
T-00004,2025-05-16,NETWORK_DOWN
T-00004,2025-05-18,EPP_FAIL
T-00004,2025-05-19,NETWORK_DOWN
T-00004,2025-05-20,CARD_JAM
T-00004,2025-05-21,EPP_FAIL
T-00004,2025-05-29,EPP_FAIL
T-00004,2025-05-30,CCDM_JAM
T-00004,2025-06-03,PRINTER_ERROR
T-00004,2025-06-11,EPP_FAIL
T-00004,2025-06-16,PRINTER_ERROR
T-00004,2025-06-17,CCDM_JAM
T-00004,2025-06-18,CARD_JAM
T-00004,2025-06-21,CARD_JAM
T-00004,2025-06-23,NETWORK_DOWN
T-00004,2025-06-26,CCDM_JAM
T-00004,2025-06-28,CARD_JAM
T-00004,2025-06-29,DISPENSER_FAIL
T-00004,2025-06-30,PRINTER_ERROR
T-00004,2025-07-01,NETWORK_DOWN
T-00004,2025-07-05,CARD_JAM
T-00004,2025-07-06,CARD_JAM
T-00004,2025-07-08,CCDM_JAM
T-00004,2025-07-10,EPP_FAIL
T-00004,2025-07-16,NETWORK_DOWN
T-00004,2025-07-23,EPP_FAIL
T-00004,2025-07-24,CARD_JAM
T-00004,2025-07-25,EPP_FAIL
T-00004,2025-07-26,EPP_FAIL
T-00004,2025-08-02,DISPENSER_FAIL
T-00004,2025-08-03,PRINTER_ERROR
T-00004,2025-08-05,DISPENSER_FAIL
T-00004,2025-08-07,PRINTER_ERROR
T-00004,2025-08-13,DISPENSER_FAIL
T-00004,2025-08-19,NETWORK_DOWN
T-00004,2025-08-21,PRINTER_ERROR
T-00004,2025-08-23,DISPENSER_FAIL
T-00004,2025-08-24,CARD_JAM
T-00004,2025-08-29,PRINTER_ERROR
T-00004,2025-09-03,DISPENSER_FAIL
T-00004,2025-09-09,NETWORK_DOWN
T-00004,2025-09-12,EPP_FAIL
T-00004,2025-09-26,CCDM_JAM
T-00004,2025-09-27,EPP_FAIL
T-00004,2025-10-01,PRINTER_ERROR
T-00004,2025-10-03,NETWORK_DOWN
T-00004,2025-10-04,CARD_JAM
T-00004,2025-10-05,EPP_FAIL
T-00004,2025-10-10,DISPENSER_FAIL
T-00004,2025-10-16,PRINTER_ERROR
T-00004,2025-10-23,EPP_FAIL
T-00004,2025-10-25,CARD_JAM
T-00004,2025-10-26,NETWORK_DOWN
T-00004,2025-10-30,CCDM_JAM
T-00004,2025-10-31,CARD_JAM
T-00004,2025-11-06,PRINTER_ERROR
T-00004,2025-11-14,EPP_FAIL
T-00004,2025-11-17,CCDM_JAM
T-00004,2025-11-20,DISPENSER_FAIL
T-00004,2025-11-21,NETWORK_DOWN
T-00004,2025-11-24,DISPENSER_FAIL
T-00004,2025-11-26,DISPENSER_FAIL
T-00004,2025-11-30,NETWORK_DOWN
T-00004,2025-12-01,DISPENSER_FAIL
T-00004,2025-12-06,CCDM_JAM
T-00004,2025-12-07,DISPENSER_FAIL
T-00004,2025-12-09,EPP_FAIL
T-00004,2025-12-15,PRINTER_ERROR
T-00004,2025-12-19,CCDM_JAM
T-00004,2025-12-21,CARD_JAM
T-00004,2025-12-23,NETWORK_DOWN
T-00004,2025-12-24,DISPENSER_FAIL
T-00004,2025-12-31,EPP_FAIL
T-00005,2025-01-02,CCDM_JAM
T-00005,2025-01-03,CARD_JAM
T-00005,2025-01-11,EPP_FAIL
T-00005,2025-01-16,CARD_JAM
T-00005,2025-01-19,PRINTER_ERROR
T-00005,2025-01-20,PRINTER_ERROR
T-00005,2025-02-03,NETWORK_DOWN
T-00005,2025-02-04,CARD_JAM
T-00005,2025-02-07,NETWORK_DOWN
T-00005,2025-02-09,CCDM_JAM
T-00005,2025-02-15,NETWORK_DOWN
T-00005,2025-02-17,CCDM_JAM
T-00005,2025-02-18,PRINTER_ERROR
T-00005,2025-02-21,NETWORK_DOWN
T-00005,2025-02-22,NETWORK_DOWN
T-00005,2025-03-05,PRINTER_ERROR
T-00005,2025-03-12,CARD_JAM
T-00005,2025-03-13,DISPENSER_FAIL
T-00005,2025-03-19,DISPENSER_FAIL
T-00005,2025-03-24,NETWORK_DOWN
T-00005,2025-03-26,CCDM_JAM
T-00005,2025-03-30,NETWORK_DOWN
T-00005,2025-04-04,EPP_FAIL
T-00005,2025-04-18,CARD_JAM
T-00005,2025-04-19,EPP_FAIL
T-00005,2025-04-20,PRINTER_ERROR
T-00005,2025-04-21,PRINTER_ERROR
T-00005,2025-04-30,NETWORK_DOWN
T-00005,2025-05-07,PRINTER_ERROR
T-00005,2025-05-09,CARD_JAM
T-00005,2025-05-12,NETWORK_DOWN
T-00005,2025-05-13,NETWORK_DOWN
T-00005,2025-05-15,NETWORK_DOWN
T-00005,2025-05-17,CCDM_JAM
T-00005,2025-05-21,CARD_JAM
T-00005,2025-05-25,NETWORK_DOWN
T-00005,2025-05-27,DISPENSER_FAIL
T-00005,2025-05-31,PRINTER_ERROR
T-00005,2025-06-04,NETWORK_DOWN
T-00005,2025-06-05,DISPENSER_FAIL
T-00005,2025-06-09,EPP_FAIL
T-00005,2025-06-11,CARD_JAM
T-00005,2025-06-13,DISPENSER_FAIL
T-00005,2025-06-17,NETWORK_DOWN
T-00005,2025-06-25,NETWORK_DOWN
T-00005,2025-06-27,CCDM_JAM
T-00005,2025-07-02,PRINTER_ERROR
T-00005,2025-07-06,DISPENSER_FAIL
T-00005,2025-07-10,DISPENSER_FAIL
T-00005,2025-07-11,EPP_FAIL
T-00005,2025-07-14,CARD_JAM
T-00005,2025-07-15,PRINTER_ERROR
T-00005,2025-07-19,DISPENSER_FAIL
T-00005,2025-07-21,DISPENSER_FAIL
T-00005,2025-07-22,PRINTER_ERROR
T-00005,2025-07-23,DISPENSER_FAIL
T-00005,2025-07-28,PRINTER_ERROR
T-00005,2025-07-30,EPP_FAIL
T-00005,2025-08-17,NETWORK_DOWN
T-00005,2025-08-19,NETWORK_DOWN
T-00005,2025-08-20,PRINTER_ERROR
T-00005,2025-08-28,EPP_FAIL
T-00005,2025-08-31,CARD_JAM
T-00005,2025-09-03,PRINTER_ERROR
T-00005,2025-09-07,PRINTER_ERROR
T-00005,2025-09-10,CCDM_JAM
T-00005,2025-09-13,EPP_FAIL
T-00005,2025-09-29,NETWORK_DOWN
T-00005,2025-10-01,EPP_FAIL
T-00005,2025-10-09,CARD_JAM
T-00005,2025-10-11,DISPENSER_FAIL
T-00005,2025-10-13,DISPENSER_FAIL
T-00005,2025-10-17,EPP_FAIL
T-00005,2025-10-18,NETWORK_DOWN
T-00005,2025-10-19,NETWORK_DOWN
T-00005,2025-10-22,CCDM_JAM
T-00005,2025-10-24,EPP_FAIL
T-00005,2025-10-27,PRINTER_ERROR
T-00005,2025-10-28,DISPENSER_FAIL
T-00005,2025-11-02,EPP_FAIL
T-00005,2025-11-06,NETWORK_DOWN
T-00005,2025-11-19,CARD_JAM
T-00005,2025-11-20,NETWORK_DOWN
T-00005,2025-11-30,EPP_FAIL
T-00005,2025-12-01,PRINTER_ERROR
T-00005,2025-12-05,DISPENSER_FAIL
T-00005,2025-12-07,CARD_JAM
T-00005,2025-12-11,NETWORK_DOWN
T-00005,2025-12-18,EPP_FAIL
T-00005,2025-12-20,CARD_JAM
T-00005,2025-12-25,PRINTER_ERROR
T-00005,2025-12-30,NETWORK_DOWN
T-00006,2025-01-03,PRINTER_ERROR
T-00006,2025-01-06,EPP_FAIL
T-00006,2025-01-07,NETWORK_DOWN
T-00006,2025-01-11,PRINTER_ERROR
T-00006,2025-01-12,NETWORK_DOWN
T-00006,2025-01-17,CARD_JAM
T-00006,2025-01-21,PRINTER_ERROR
T-00006,2025-01-22,DISPENSER_FAIL
T-00006,2025-01-24,NETWORK_DOWN
T-00006,2025-01-29,DISPENSER_FAIL
T-00006,2025-01-30,CCDM_JAM
T-00006,2025-02-02,DISPENSER_FAIL
T-00006,2025-02-03,EPP_FAIL
T-00006,2025-02-11,NETWORK_DOWN
T-00006,2025-02-13,DISPENSER_FAIL
T-00006,2025-02-14,PRINTER_ERROR
T-00006,2025-02-15,DISPENSER_FAIL
T-00006,2025-02-19,CCDM_JAM
T-00006,2025-02-21,NETWORK_DOWN
T-00006,2025-02-24,CARD_JAM
T-00006,2025-02-25,CARD_JAM
T-00006,2025-02-27,DISPENSER_FAIL
T-00006,2025-02-28,DISPENSER_FAIL
T-00006,2025-03-02,DISPENSER_FAIL
T-00006,2025-03-04,CARD_JAM
T-00006,2025-03-09,CARD_JAM
T-00006,2025-03-16,DISPENSER_FAIL
T-00006,2025-03-19,CCDM_JAM
T-00006,2025-03-21,NETWORK_DOWN
T-00006,2025-03-23,PRINTER_ERROR
T-00006,2025-03-24,EPP_FAIL
T-00006,2025-03-29,EPP_FAIL
T-00006,2025-04-08,DISPENSER_FAIL
T-00006,2025-04-10,CARD_JAM
T-00006,2025-04-11,CCDM_JAM
T-00006,2025-04-17,PRINTER_ERROR
T-00006,2025-04-20,NETWORK_DOWN
T-00006,2025-04-25,NETWORK_DOWN
T-00006,2025-04-26,EPP_FAIL
T-00006,2025-04-28,EPP_FAIL
T-00006,2025-05-01,CARD_JAM
T-00006,2025-05-03,CCDM_JAM
T-00006,2025-05-07,CCDM_JAM
T-00006,2025-05-08,CARD_JAM
T-00006,2025-05-11,CCDM_JAM
T-00006,2025-05-13,NETWORK_DOWN
T-00006,2025-05-16,CARD_JAM
T-00006,2025-05-18,NETWORK_DOWN
T-00006,2025-05-22,CARD_JAM
T-00006,2025-05-23,PRINTER_ERROR
T-00006,2025-05-26,CARD_JAM
T-00006,2025-05-27,PRINTER_ERROR
T-00006,2025-05-29,PRINTER_ERROR
T-00006,2025-06-04,CCDM_JAM
T-00006,2025-06-14,PRINTER_ERROR
T-00006,2025-06-18,CARD_JAM
T-00006,2025-06-20,DISPENSER_FAIL
T-00006,2025-06-25,CARD_JAM
T-00006,2025-06-28,NETWORK_DOWN
T-00006,2025-06-29,NETWORK_DOWN
T-00006,2025-06-30,DISPENSER_FAIL
T-00006,2025-07-04,DISPENSER_FAIL
T-00006,2025-07-05,CARD_JAM
T-00006,2025-07-07,PRINTER_ERROR
T-00006,2025-07-08,DISPENSER_FAIL
T-00006,2025-07-09,CARD_JAM
T-00006,2025-07-11,NETWORK_DOWN
T-00006,2025-07-23,EPP_FAIL
T-00006,2025-07-27,DISPENSER_FAIL
T-00006,2025-08-02,PRINTER_ERROR
T-00006,2025-08-03,DISPENSER_FAIL
T-00006,2025-08-13,CCDM_JAM
T-00006,2025-08-14,CCDM_JAM
T-00006,2025-08-15,DISPENSER_FAIL
T-00006,2025-08-16,PRINTER_ERROR
T-00006,2025-08-21,DISPENSER_FAIL
T-00006,2025-08-26,PRINTER_ERROR
T-00006,2025-08-29,DISPENSER_FAIL
T-00006,2025-08-30,EPP_FAIL
T-00006,2025-09-06,DISPENSER_FAIL
T-00006,2025-09-08,NETWORK_DOWN
T-00006,2025-09-12,EPP_FAIL
T-00006,2025-09-13,DISPENSER_FAIL
T-00006,2025-09-15,CCDM_JAM
T-00006,2025-09-19,CCDM_JAM
T-00006,2025-09-20,CARD_JAM
T-00006,2025-10-01,NETWORK_DOWN
T-00006,2025-10-05,CCDM_JAM
T-00006,2025-10-06,DISPENSER_FAIL
T-00006,2025-10-07,CARD_JAM
T-00006,2025-10-09,CARD_JAM
T-00006,2025-10-15,EPP_FAIL
T-00006,2025-10-17,PRINTER_ERROR
T-00006,2025-10-23,CARD_JAM
T-00006,2025-10-31,CCDM_JAM
T-00006,2025-11-02,CCDM_JAM
T-00006,2025-11-03,NETWORK_DOWN
T-00006,2025-11-04,CARD_JAM
T-00006,2025-11-10,NETWORK_DOWN
T-00006,2025-11-14,DISPENSER_FAIL
T-00006,2025-11-16,CARD_JAM
T-00006,2025-11-17,DISPENSER_FAIL
T-00006,2025-11-19,CCDM_JAM
T-00006,2025-11-26,DISPENSER_FAIL
T-00006,2025-12-01,EPP_FAIL
T-00006,2025-12-08,DISPENSER_FAIL
T-00006,2025-12-09,NETWORK_DOWN
T-00006,2025-12-10,NETWORK_DOWN
T-00006,2025-12-13,CARD_JAM
T-00006,2025-12-17,EPP_FAIL
T-00006,2025-12-18,DISPENSER_FAIL
T-00006,2025-12-20,DISPENSER_FAIL
T-00006,2025-12-22,DISPENSER_FAIL
T-00006,2025-12-23,CARD_JAM
T-00006,2025-12-25,CCDM_JAM
T-00007,2025-01-18,CCDM_JAM
T-00007,2025-01-21,EPP_FAIL
T-00007,2025-01-23,CARD_JAM
T-00007,2025-02-11,CARD_JAM
T-00007,2025-02-16,PRINTER_ERROR
T-00007,2025-03-06,DISPENSER_FAIL
T-00007,2025-03-29,DISPENSER_FAIL
T-00007,2025-04-13,PRINTER_ERROR
T-00007,2025-04-23,CCDM_JAM
T-00007,2025-04-24,EPP_FAIL
T-00007,2025-04-25,CCDM_JAM
T-00007,2025-05-28,EPP_FAIL
T-00007,2025-06-10,CARD_JAM
T-00007,2025-06-27,CCDM_JAM
T-00007,2025-07-26,EPP_FAIL
T-00007,2025-08-09,NETWORK_DOWN
T-00007,2025-08-14,DISPENSER_FAIL
T-00007,2025-08-25,EPP_FAIL
T-00007,2025-10-04,PRINTER_ERROR
T-00007,2025-10-09,PRINTER_ERROR
T-00007,2025-10-12,CARD_JAM
T-00007,2025-12-05,CARD_JAM
T-00008,2025-01-01,NETWORK_DOWN
T-00008,2025-01-09,EPP_FAIL
T-00008,2025-01-14,CCDM_JAM
T-00008,2025-01-15,EPP_FAIL
T-00008,2025-01-17,CARD_JAM
T-00008,2025-01-18,NETWORK_DOWN
T-00008,2025-01-19,EPP_FAIL
T-00008,2025-01-21,PRINTER_ERROR
T-00008,2025-01-22,EPP_FAIL
T-00008,2025-02-01,PRINTER_ERROR
T-00008,2025-02-18,EPP_FAIL
T-00008,2025-02-25,NETWORK_DOWN
T-00008,2025-03-02,CARD_JAM
T-00008,2025-03-03,DISPENSER_FAIL
T-00008,2025-03-04,PRINTER_ERROR
T-00008,2025-03-06,CCDM_JAM
T-00008,2025-03-11,EPP_FAIL
T-00008,2025-03-12,CCDM_JAM
T-00008,2025-03-16,CARD_JAM
T-00008,2025-03-23,CARD_JAM
T-00008,2025-03-27,CARD_JAM
T-00008,2025-03-28,CCDM_JAM
T-00008,2025-03-29,PRINTER_ERROR
T-00008,2025-03-30,CCDM_JAM
T-00008,2025-03-31,EPP_FAIL
T-00008,2025-04-02,CCDM_JAM
T-00008,2025-04-05,NETWORK_DOWN
T-00008,2025-04-13,PRINTER_ERROR
T-00008,2025-04-14,EPP_FAIL
T-00008,2025-04-20,CCDM_JAM
T-00008,2025-04-21,NETWORK_DOWN
T-00008,2025-04-24,CCDM_JAM
T-00008,2025-04-26,DISPENSER_FAIL
T-00008,2025-04-29,EPP_FAIL
T-00008,2025-04-30,PRINTER_ERROR
T-00008,2025-05-03,CARD_JAM
T-00008,2025-05-06,DISPENSER_FAIL
T-00008,2025-05-08,CARD_JAM
T-00008,2025-05-11,CARD_JAM
T-00008,2025-05-12,PRINTER_ERROR
T-00008,2025-05-14,DISPENSER_FAIL
T-00008,2025-05-16,PRINTER_ERROR
T-00008,2025-05-20,CCDM_JAM
T-00008,2025-05-29,DISPENSER_FAIL
T-00008,2025-05-30,NETWORK_DOWN
T-00008,2025-06-04,CARD_JAM
T-00008,2025-06-05,EPP_FAIL
T-00008,2025-06-08,CARD_JAM
T-00008,2025-06-09,DISPENSER_FAIL
T-00008,2025-06-14,DISPENSER_FAIL
T-00008,2025-06-16,CARD_JAM
T-00008,2025-06-22,DISPENSER_FAIL
T-00008,2025-06-27,NETWORK_DOWN
T-00008,2025-06-30,CCDM_JAM
T-00008,2025-07-02,PRINTER_ERROR
T-00008,2025-07-06,DISPENSER_FAIL
T-00008,2025-07-09,PRINTER_ERROR
T-00008,2025-07-17,CARD_JAM
T-00008,2025-07-20,PRINTER_ERROR
T-00008,2025-07-26,PRINTER_ERROR
T-00008,2025-07-30,CARD_JAM
T-00008,2025-08-01,CARD_JAM
T-00008,2025-08-02,CARD_JAM
T-00008,2025-08-08,PRINTER_ERROR
T-00008,2025-08-14,EPP_FAIL
T-00008,2025-08-16,CARD_JAM
T-00008,2025-08-17,PRINTER_ERROR
T-00008,2025-08-19,CARD_JAM
T-00008,2025-08-22,CCDM_JAM
T-00008,2025-08-23,CARD_JAM
T-00008,2025-08-25,CARD_JAM
T-00008,2025-08-28,PRINTER_ERROR
T-00008,2025-08-31,CARD_JAM
T-00008,2025-09-01,NETWORK_DOWN
T-00008,2025-09-03,EPP_FAIL
T-00008,2025-09-06,CARD_JAM
T-00008,2025-09-12,EPP_FAIL
T-00008,2025-09-14,PRINTER_ERROR
T-00008,2025-09-19,CARD_JAM
T-00008,2025-09-22,PRINTER_ERROR
T-00008,2025-09-26,NETWORK_DOWN
T-00008,2025-10-02,DISPENSER_FAIL
T-00008,2025-10-03,CCDM_JAM
T-00008,2025-10-05,PRINTER_ERROR
T-00008,2025-10-07,DISPENSER_FAIL
T-00008,2025-10-10,NETWORK_DOWN
T-00008,2025-10-21,CARD_JAM
T-00008,2025-11-04,DISPENSER_FAIL
T-00008,2025-11-06,CCDM_JAM
T-00008,2025-11-15,EPP_FAIL
T-00008,2025-11-20,PRINTER_ERROR
T-00008,2025-11-22,CCDM_JAM
T-00008,2025-11-26,EPP_FAIL
T-00008,2025-11-30,CCDM_JAM
T-00008,2025-12-02,EPP_FAIL
T-00008,2025-12-07,DISPENSER_FAIL
T-00008,2025-12-08,CCDM_JAM
T-00008,2025-12-11,DISPENSER_FAIL
T-00008,2025-12-12,CARD_JAM
T-00008,2025-12-13,EPP_FAIL
T-00008,2025-12-15,CCDM_JAM
T-00008,2025-12-16,CARD_JAM
T-00008,2025-12-21,EPP_FAIL
T-00008,2025-12-27,CCDM_JAM
T-00008,2025-12-29,DISPENSER_FAIL
T-00009,2025-01-26,DISPENSER_FAIL
T-00009,2025-01-29,CCDM_JAM
T-00009,2025-02-01,DISPENSER_FAIL
T-00009,2025-02-09,CARD_JAM
T-00009,2025-02-28,CARD_JAM
T-00009,2025-03-05,CCDM_JAM
T-00009,2025-03-21,PRINTER_ERROR
T-00009,2025-03-28,EPP_FAIL
T-00009,2025-04-27,DISPENSER_FAIL
T-00009,2025-05-07,DISPENSER_FAIL
T-00009,2025-05-26,EPP_FAIL
T-00009,2025-06-16,CARD_JAM
T-00009,2025-06-19,CCDM_JAM
T-00009,2025-07-09,PRINTER_ERROR
T-00009,2025-07-15,EPP_FAIL
T-00009,2025-07-29,DISPENSER_FAIL
T-00009,2025-08-08,CARD_JAM
T-00009,2025-10-01,EPP_FAIL
T-00009,2025-10-25,CARD_JAM
T-00009,2025-10-31,PRINTER_ERROR
T-00009,2025-11-20,PRINTER_ERROR
T-00009,2025-12-26,DISPENSER_FAIL
T-00010,2025-01-06,NETWORK_DOWN
T-00010,2025-01-11,DISPENSER_FAIL
T-00010,2025-01-18,CCDM_JAM
T-00010,2025-02-01,DISPENSER_FAIL
T-00010,2025-02-13,DISPENSER_FAIL
T-00010,2025-02-15,DISPENSER_FAIL
T-00010,2025-03-19,NETWORK_DOWN
T-00010,2025-05-30,PRINTER_ERROR
T-00010,2025-07-01,EPP_FAIL
T-00010,2025-07-07,DISPENSER_FAIL
T-00010,2025-08-16,CCDM_JAM
T-00010,2025-09-20,NETWORK_DOWN
T-00010,2025-09-28,NETWORK_DOWN
T-00010,2025-10-10,NETWORK_DOWN
T-00010,2025-10-28,DISPENSER_FAIL
T-00010,2025-11-01,DISPENSER_FAIL
T-00010,2025-12-27,DISPENSER_FAIL
T-00011,2025-01-05,PRINTER_ERROR
T-00011,2025-01-12,CCDM_JAM
T-00011,2025-01-23,EPP_FAIL
T-00011,2025-01-26,PRINTER_ERROR
T-00011,2025-03-19,DISPENSER_FAIL
T-00011,2025-03-21,NETWORK_DOWN
T-00011,2025-04-08,PRINTER_ERROR
T-00011,2025-04-16,EPP_FAIL
T-00011,2025-05-15,CARD_JAM
